Year|Month|DOMESTIC|INTERNATIONAL|TOTAL|airport|direction
2006|TOTAL|304750|23045|327795|DFW|Origin
2007|1|24532|2008|26540|DFW|Origin
2007|2|22301|1775|24076|DFW|Origin
2007|3|25354|2005|27359|DFW|Origin
2007|4|24298|1931|26229|DFW|Origin
2007|5|25431|1993|27424|DFW|Origin
2007|6|24357|1954|26311|DFW|Origin
2007|7|25805|2044|27849|DFW|Origin
2007|8|26166|2040|28206|DFW|Origin
2007|9|24668|1739|26407|DFW|Origin
2007|10|25800|1791|27591|DFW|Origin
2007|11|24875|1762|26637|DFW|Origin
2007|12|24507|1970|26477|DFW|Origin
2007|TOTAL|298094|23012|321106|DFW|Origin
2008|1|24175|1948|26123|DFW|Origin
2008|2|22528|1808|24336|DFW|Origin
2008|3|22832|1895|24727|DFW|Origin
2008|4|22999|1804|24803|DFW|Origin
2008|5|24752|1902|26654|DFW|Origin
2008|6|24629|1878|26507|DFW|Origin
2008|7|25846|1985|27831|DFW|Origin
2008|8|25626|2029|27655|DFW|Origin
2008|9|23587|1736|25323|DFW|Origin
2008|10|24073|1801|25874|DFW|Origin
2008|11|22297|1794|24091|DFW|Origin
2008|12|23025|1842|24867|DFW|Origin
2008|TOTAL|286369|22422|308791|DFW|Origin
2009|1|22926|1830|24756|DFW|Origin
2009|2|21207|1645|22852|DFW|Origin
2009|3|23465|1823|25288|DFW|Origin
2009|4|22789|1766|24555|DFW|Origin
2009|5|23735|1644|25379|DFW|Origin
2009|6|23493|1713|25206|DFW|Origin
2009|7|24716|1859|26575|DFW|Origin
2009|8|24844|1781|26625|DFW|Origin
2009|9|23499|1649|25148|DFW|Origin
2009|10|24039|1717|25756|DFW|Origin
2009|11|23264|1692|24956|DFW|Origin
2009|12|23475|1793|25268|DFW|Origin
2009|TOTAL|281452|20912|302364|DFW|Origin
2010|1|23755|1830|25585|DFW|Origin
2010|2|20806|1631|22437|DFW|Origin
2010|3|24397|1865|26262|DFW|Origin
2010|4|23791|1813|25604|DFW|Origin
2010|5|24071|1936|26007|DFW|Origin
2010|6|23923|1971|25894|DFW|Origin
2010|7|24721|2100|26821|DFW|Origin
2010|8|25117|1969|27086|DFW|Origin
2010|9|23682|1679|25361|DFW|Origin
2010|10|24420|1769|26189|DFW|Origin
2010|11|23346|1725|25071|DFW|Origin
2010|12|23917|1897|25814|DFW|Origin
2010|TOTAL|285946|22185|308131|DFW|Origin
2011|1|23605|1964|25569|DFW|Origin
2011|2|20181|1740|21921|DFW|Origin
2011|3|24548|2046|26594|DFW|Origin
2011|4|23075|1880|24955|DFW|Origin
2011|5|23045|1913|24958|DFW|Origin
2011|6|24262|2090|26352|DFW|Origin
2011|7|24947|2233|27180|DFW|Origin
2011|8|24849|2152|27001|DFW|Origin
2011|9|23425|1956|25381|DFW|Origin
2011|10|24003|2045|26048|DFW|Origin
2011|11|22510|1885|24395|DFW|Origin
2011|12|22834|2022|24856|DFW|Origin
2011|TOTAL|281284|23926|305210|DFW|Origin
2012|1|22941|1989|24930|DFW|Origin
2012|2|21650|1910|23560|DFW|Origin
2012|3|23661|2072|25733|DFW|Origin
2012|4|22664|1954|24618|DFW|Origin
2012|5|24561|2098|26659|DFW|Origin
2012|6|24058|2213|26271|DFW|Origin
2012|7|24608|2436|27044|DFW|Origin
2012|8|24859|2300|27159|DFW|Origin
2012|9|23173|2017|25190|DFW|Origin
2012|10|24256|2122|26378|DFW|Origin
2012|11|23226|2155|25381|DFW|Origin
2012|12|23483|2410|25893|DFW|Origin
2012|TOTAL|283140|25676|308816|DFW|Origin
2013|1|23998|2356|26354|DFW|Origin
2013|2|22286|2113|24399|DFW|Origin
2013|3|25429|2389|27818|DFW|Origin
2013|4|24581|2242|26823|DFW|Origin
2013|5|25470|2426|27896|DFW|Origin
2013|6|25123|2613|27736|DFW|Origin
2013|7|25932|2803|28735|DFW|Origin
2013|8|26010|2672|28682|DFW|Origin
2013|9|24311|2217|26528|DFW|Origin
2013|10|25455|2282|27737|DFW|Origin
2013|11|23363|2250|25613|DFW|Origin
2013|12|22278|2373|24651|DFW|Origin
2013|TOTAL|294236|28736|322972|DFW|Origin
2014|1|24307|2542|26849|DFW|Origin
2014|2|21249|2172|23421|DFW|Origin
2014|3|24734|2516|27250|DFW|Origin
2014|4|23955|2390|26345|DFW|Origin
2014|5|24564|2536|27100|DFW|Origin
2014|6|24873|2711|27584|DFW|Origin
2014|7|25715|2890|28605|DFW|Origin
2014|8|25491|2697|28188|DFW|Origin
2014|9|24623|2281|26904|DFW|Origin
2014|10|24879|2243|27122|DFW|Origin
2014|11|23611|2439|26050|DFW|Origin
2014|12|25051|2582|27633|DFW|Origin
2014|TOTAL|293052|29999|323051|DFW|Origin
2015|1|24679|2550|27229|DFW|Origin
2015|2|20654|2168|22822|DFW|Origin
2015|3|24628|2476|27104|DFW|Origin
2015|4|24240|2422|26662|DFW|Origin
2015|5|24263|2640|26903|DFW|Origin
2015|6|25235|2815|28050|DFW|Origin
2015|7|26367|2955|29322|DFW|Origin
2015|8|26023|2770|28793|DFW|Origin
2015|9|24084|2348|26432|DFW|Origin
2015|10|24456|2400|26856|DFW|Origin
2015|11|23173|2315|25488|DFW|Origin
2015|12|23830|2579|26409|DFW|Origin
2015|TOTAL|291632|30438|322070|DFW|Origin
2016|1|23745|2538|26283|DFW|Origin
2016|2|22378|2355|24733|DFW|Origin
2016|3|24647|2698|27345|DFW|Origin
2016|4|23293|2600|25893|DFW|Origin
2016|5|24315|2746|27061|DFW|Origin
2016|6|24357|2961|27318|DFW|Origin
2016|7|25138|3083|28221|DFW|Origin
2016|8|24519|2878|27397|DFW|Origin
2016|9|23202|2408|25610|DFW|Origin
2016|10|23634|2567|26201|DFW|Origin
2016|11|22152|2464|24616|DFW|Origin
2016|12|22979|2696|25675|DFW|Origin
2016|TOTAL|284359|31994|316353|DFW|Origin
2017|1|22499|2630|25129|DFW|Origin
2017|2|20534|2400|22934|DFW|Origin
2017|3|23510|2712|26222|DFW|Origin
2017|4|21689|2592|24281|DFW|Origin
2017|5|23239|2785|26024|DFW|Origin
2017|6|23359|3010|26369|DFW|Origin
2017|7|24393|3175|27568|DFW|Origin
2017|8|24244|3063|27307|DFW|Origin
2017|9|22222|2606|24828|DFW|Origin
2017|10|23305|2665|25970|DFW|Origin
2017|11|21588|2455|24043|DFW|Origin
2017|12|22738|2717|25455|DFW|Origin
2017|TOTAL|273320|32810|306130|DFW|Origin
2018|1|22274|2659|24933|DFW|Origin
2018|2|20294|2390|22684|DFW|Origin
2018|3|23373|2745|26118|DFW|Origin
2018|4|22811|2603|25414|DFW|Origin
2018|5|23905|2790|26695|DFW|Origin
2018|6|24621|3072|27693|DFW|Origin
2018|7|25258|3152|28410|DFW|Origin
2018|8|25323|2942|28265|DFW|Origin
2018|9|22585|2544|25129|DFW|Origin
2018|10|23565|2632|26197|DFW|Origin
2018|11|22846|2543|25389|DFW|Origin
2018|12|22830|2746|25576|DFW|Origin
2018|TOTAL|279685|32818|312503|DFW|Origin
2019|1|23325|2730|26055|DFW|Origin
2019|2|21169|2441|23610|DFW|Origin
2019|3|24434|2824|27258|DFW|Origin
2019|4|23466|2638|26104|DFW|Origin
2019|5|25889|2975|28864|DFW|Origin
2019|6|25850|3369|29219|DFW|Origin
2019|7|27115|3575|30690|DFW|Origin
2019|8|27672|3401|31073|DFW|Origin
2019|9|26010|2789|28799|DFW|Origin
2019|10|26283|2863|29146|DFW|Origin
2019|11|25379|2619|27998|DFW|Origin
2019|12|25798|2927|28725|DFW|Origin
2019|TOTAL|302390|35151|337541|DFW|Origin
2020|1|24300|2812|27112|DFW|Origin
2020|2|23279|2547|25826|DFW|Origin
2020|3|22013|2141|24154|DFW|Origin
2020|4|9761|654|10415|DFW|Origin
2020|5|11371|720|12091|DFW|Origin
2020|6|12617|882|13499|DFW|Origin
2020|7|19115|1241|20356|DFW|Origin
2020|8|19673|1222|20895|DFW|Origin
2020|9|17835|1278|19113|DFW|Origin
2020|10|19466|1573|21039|DFW|Origin
2020|11|19132|1781|20913|DFW|Origin
2020|12|19818|2097|21915|DFW|Origin
2020|TOTAL|218380|18948|237328|DFW|Origin
2021|1|19731|2274|22005|DFW|Origin
2021|2|15214|1855|17069|DFW|Origin
2021|3|22631|2415|25046|DFW|Origin
2021|4|21880|2346|24226|DFW|Origin
2021|5|24121|2467|26588|DFW|Origin
2021|6|25031|2804|27835|DFW|Origin
2021|7|26293|2948|29241|DFW|Origin
2021|8|24992|2589|27581|DFW|Origin
2021|9|24002|2256|26258|DFW|Origin
2021|10|24193|2425|26618|DFW|Origin
2021|11|23458|2324|25782|DFW|Origin
2021|12|23573|2719|26292|DFW|Origin
2021|TOTAL|275119|29422|304541|DFW|Origin
2022|1|22369|2701|25070|DFW|Origin
2022|2|17999|2133|20132|DFW|Origin
2022|3|22483|2699|25182|DFW|Origin
2022|4|22722|2730|25452|DFW|Origin
2022|5|23669|2979|26648|DFW|Origin
2022|6|23948|3198|27146|DFW|Origin
2022|7|24534|3319|27853|DFW|Origin
2022|8|24281|3055|27336|DFW|Origin
2022|9|23495|2669|26164|DFW|Origin
2022|10|23811|2793|26604|DFW|Origin
2022|11|21492|2680|24172|DFW|Origin
2022|12|21941|2963|24904|DFW|Origin
2022|TOTAL|272744|33919|306663|DFW|Origin
2023|1|21389|2821|24210|DFW|Origin
2023|2|20730|2468|23198|DFW|Origin
2023|3|23180|2924|26104|DFW|Origin
2023|4|22760|2749|25509|DFW|Origin
2023|5|24101|2941|27042|DFW|Origin
2023|TOTAL|112160|13903|126063|DFW|Origin
2002|10|29220|1595|30815|DFW|Destination
2002|11|27647|1515|29162|DFW|Destination
2002|12|28388|1577|29965|DFW|Destination
2002|TOTAL|326827|18438|345265|DFW|Destination
2003|1|28565|1577|30142|DFW|Destination
2003|2|24740|1370|26110|DFW|Destination
2003|3|28688|1571|30259|DFW|Destination
2003|4|27830|1395|29225|DFW|Destination
2003|5|28794|1395|30189|DFW|Destination
2003|6|28365|1490|29855|DFW|Destination
2003|7|28893|1593|30486|DFW|Destination
2003|8|29058|1631|30689|DFW|Destination
2003|9|27982|1409|29391|DFW|Destination
2003|10|29615|1447|31062|DFW|Destination
2003|11|28995|1532|30527|DFW|Destination
2003|12|30541|1639|32180|DFW|Destination
2003|TOTAL|342066|18049|360115|DFW|Destination
2004|1|30293|1673|31966|DFW|Destination
2004|2|28271|1610|29881|DFW|Destination
2004|3|30938|1738|32676|DFW|Destination
2004|4|29940|1682|31622|DFW|Destination
2004|5|30672|1703|32375|DFW|Destination
2004|6|29772|1751|31523|DFW|Destination
2004|7|30685|1912|32597|DFW|Destination
2004|8|30891|1924|32815|DFW|Destination
2004|9|29040|1590|30630|DFW|Destination
2004|10|30389|1599|31988|DFW|Destination
2004|11|28604|1672|30276|DFW|Destination
2004|12|28321|1807|30128|DFW|Destination
2004|TOTAL|357816|20661|378477|DFW|Destination
2005|1|27409|1903|29312|DFW|Destination
2005|2|22762|1766|24528|DFW|Destination
2005|3|25777|1980|27757|DFW|Destination
2005|4|25203|1884|27087|DFW|Destination
2005|5|26580|1971|28551|DFW|Destination
2005|6|26517|2031|28548|DFW|Destination
2005|7|27462|2166|29628|DFW|Destination
2005|8|27423|2063|29486|DFW|Destination
2005|9|25501|1817|27318|DFW|Destination
2005|10|25930|1868|27798|DFW|Destination
2005|11|25323|1796|27119|DFW|Destination
2005|12|25642|1916|27558|DFW|Destination
2005|TOTAL|311529|23161|334690|DFW|Destination
2006|1|25646|1935|27581|DFW|Destination
2006|2|22778|1751|24529|DFW|Destination
2006|3|25377|1948|27325|DFW|Destination
2006|4|25132|1907|27039|DFW|Destination
2006|5|26257|1956|28213|DFW|Destination
2006|6|25710|1923|27633|DFW|Destination
2006|7|26363|2038|28401|DFW|Destination
2006|8|26525|2013|28538|DFW|Destination
2006|9|24921|1836|26757|DFW|Destination
2006|10|26155|1872|28027|DFW|Destination
2006|11|24434|1792|26226|DFW|Destination
2006|12|25372|1967|27339|DFW|Destination
2006|TOTAL|304670|22938|327608|DFW|Destination
2007|1|24505|2003|26508|DFW|Destination
2007|2|22279|1758|24037|DFW|Destination
2007|3|25358|1983|27341|DFW|Destination
2007|4|24308|1902|26210|DFW|Destination
2007|5|25440|1974|27414|DFW|Destination
2007|6|24383|1922|26305|DFW|Destination
2007|7|25796|2024|27820|DFW|Destination
2007|8|26154|2032|28186|DFW|Destination
2007|9|24648|1732|26380|DFW|Destination
2007|10|25795|1786|27581|DFW|Destination
2007|11|24860|1759|26619|DFW|Destination
2007|12|24445|1965|26410|DFW|Destination
2007|TOTAL|297971|22840|320811|DFW|Destination
2008|1|24162|1938|26100|DFW|Destination
2008|2|22497|1809|24306|DFW|Destination
2008|3|22836|1868|24704|DFW|Destination
2008|4|22935|1797|24732|DFW|Destination
2008|5|24728|1889|26617|DFW|Destination
2008|6|24609|1870|26479|DFW|Destination
2008|7|25821|1967|27788|DFW|Destination
2008|8|25609|2027|27636|DFW|Destination
2008|9|23564|1734|25298|DFW|Destination
2008|10|24052|1802|25854|DFW|Destination
2008|11|22299|1785|24084|DFW|Destination
2008|12|22999|1832|24831|DFW|Destination
2008|TOTAL|286111|22318|308429|DFW|Destination
2009|1|22898|1831|24729|DFW|Destination
2009|2|21169|1642|22811|DFW|Destination
2009|3|23436|1811|25247|DFW|Destination
2009|4|22756|1762|24518|DFW|Destination
2009|5|23719|1620|25339|DFW|Destination
2009|6|23487|1698|25185|DFW|Destination
2009|7|24692|1845|26537|DFW|Destination
2009|8|24821|1770|26591|DFW|Destination
2009|9|23486|1643|25129|DFW|Destination
2009|10|24021|1708|25729|DFW|Destination
2009|11|23235|1690|24925|DFW|Destination
2009|12|23445|1791|25236|DFW|Destination
2009|TOTAL|281165|20811|301976|DFW|Destination
2010|1|23730|1828|25558|DFW|Destination
2010|2|20766|1625|22391|DFW|Destination
2010|3|24391|1841|26232|DFW|Destination
2010|4|23773|1817|25590|DFW|Destination
2010|5|24060|1917|25977|DFW|Destination
2010|6|23900|1956|25856|DFW|Destination
2010|7|24685|2080|26765|DFW|Destination
2010|8|25117|1965|27082|DFW|Destination
2010|9|23665|1668|25333|DFW|Destination
2010|10|24414|1757|26171|DFW|Destination
2010|11|23318|1717|25035|DFW|Destination
2010|12|23899|1892|25791|DFW|Destination
2010|TOTAL|285718|22063|307781|DFW|Destination
2011|1|23556|1962|25518|DFW|Destination
2011|2|20165|1737|21902|DFW|Destination
2011|3|24535|2037|26572|DFW|Destination
2011|4|23042|1868|24910|DFW|Destination
2011|5|23051|1881|24932|DFW|Destination
2011|6|24224|2083|26307|DFW|Destination
2011|7|24908|2235|27143|DFW|Destination
2011|8|24809|2155|26964|DFW|Destination
2011|9|23407|1942|25349|DFW|Destination
2011|10|24004|2038|26042|DFW|Destination
2011|11|22465|1881|24346|DFW|Destination
2011|12|22822|2001|24823|DFW|Destination
2011|TOTAL|280988|23820|304808|DFW|Destination
2012|1|22911|1983|24894|DFW|Destination
2012|2|21623|1908|23531|DFW|Destination
2012|3|23647|2055|25702|DFW|Destination
2012|4|22675|1940|24615|DFW|Destination
2012|5|24550|2075|26625|DFW|Destination
2012|6|24041|2188|26229|DFW|Destination
2012|7|24616|2405|27021|DFW|Destination
2012|8|24863|2291|27154|DFW|Destination
2012|9|23166|2014|25180|DFW|Destination
2012|10|24236|2120|26356|DFW|Destination
2012|11|23192|2152|25344|DFW|Destination
2012|12|23462|2401|25863|DFW|Destination
2012|TOTAL|282982|25532|308514|DFW|Destination
2013|1|23980|2346|26326|DFW|Destination
2013|2|22278|2118|24396|DFW|Destination
2013|3|25401|2377|27778|DFW|Destination
2013|4|24579|2233|26812|DFW|Destination
2013|5|25475|2396|27871|DFW|Destination
2013|6|25106|2606|27712|DFW|Destination
2013|7|25927|2772|28699|DFW|Destination
2013|8|26021|2660|28681|DFW|Destination
2013|9|24280|2208|26488|DFW|Destination
2013|10|25437|2276|27713|DFW|Destination
2013|11|23333|2235|25568|DFW|Destination
2013|12|22260|2379|24639|DFW|Destination
2013|TOTAL|294077|28606|322683|DFW|Destination
2014|1|24277|2536|26813|DFW|Destination
2014|2|21214|2175|23389|DFW|Destination
2014|3|24681|2501|27182|DFW|Destination
2014|4|23978|2362|26340|DFW|Destination
2014|5|24602|2494|27096|DFW|Destination
2014|6|24873|2675|27548|DFW|Destination
2014|7|25703|2873|28576|DFW|Destination
2014|8|25490|2668|28158|DFW|Destination
2014|9|24588|2283|26871|DFW|Destination
2014|10|24863|2227|27090|DFW|Destination
2014|11|23577|2426|26003|DFW|Destination
2014|12|25018|2563|27581|DFW|Destination
2014|TOTAL|292864|29783|322647|DFW|Destination
2015|1|24661|2552|27213|DFW|Destination
2015|2|20591|2165|22756|DFW|Destination
2015|3|24558|2472|27030|DFW|Destination
2015|4|24218|2399|26617|DFW|Destination
2015|5|24256|2616|26872|DFW|Destination
2015|6|25176|2807|27983|DFW|Destination
2015|7|26317|2943|29260|DFW|Destination
2015|8|25970|2772|28742|DFW|Destination
2015|9|24061|2348|26409|DFW|Destination
2015|10|24438|2381|26819|DFW|Destination
2015|11|23145|2308|25453|DFW|Destination
2015|12|23801|2556|26357|DFW|Destination
2015|TOTAL|291192|30319|321511|DFW|Destination
2016|1|23695|2533|26228|DFW|Destination
2016|2|22341|2353|24694|DFW|Destination
2016|3|24623|2678|27301|DFW|Destination
2016|4|23272|2576|25848|DFW|Destination
2016|5|24360|2733|27093|DFW|Destination
2016|6|24289|2905|27194|DFW|Destination
2016|7|25134|2992|28126|DFW|Destination
2016|8|24564|2821|27385|DFW|Destination
2016|9|23181|2403|25584|DFW|Destination
2016|10|23602|2575|26177|DFW|Destination
2016|11|22120|2455|24575|DFW|Destination
2016|12|22936|2683|25619|DFW|Destination
2016|TOTAL|284117|31707|315824|DFW|Destination
2017|1|22463|2631|25094|DFW|Destination
2017|2|20499|2397|22896|DFW|Destination
2017|3|23466|2706|26172|DFW|Destination
2017|4|21661|2571|24232|DFW|Destination
2017|5|23180|2775|25955|DFW|Destination
2017|6|23400|2956|26356|DFW|Destination
2017|7|24333|3165|27498|DFW|Destination
2017|8|24228|3054|27282|DFW|Destination
2017|9|22229|2605|24834|DFW|Destination
2017|10|23299|2666|25965|DFW|Destination
2017|11|21571|2447|24018|DFW|Destination
2017|12|22722|2719|25441|DFW|Destination
2017|TOTAL|273051|32692|305743|DFW|Destination
2018|1|22240|2658|24898|DFW|Destination
2018|2|20322|2369|22691|DFW|Destination
2018|3|23339|2737|26076|DFW|Destination
2018|4|22780|2598|25378|DFW|Destination
2018|5|23864|2780|26644|DFW|Destination
2018|6|24562|3056|27618|DFW|Destination
2018|7|25233|3130|28363|DFW|Destination
2018|8|25310|2916|28226|DFW|Destination
2018|9|22577|2512|25089|DFW|Destination
2018|10|23557|2625|26182|DFW|Destination
2018|11|22833|2533|25366|DFW|Destination
2018|12|22787|2727|25514|DFW|Destination
2018|TOTAL|279404|32641|312045|DFW|Destination
2019|1|23300|2727|26027|DFW|Destination
2019|2|21149|2433|23582|DFW|Destination
2019|3|24407|2822|27229|DFW|Destination
2019|4|23475|2618|26093|DFW|Destination
2019|5|25857|2953|28810|DFW|Destination
2019|6|25858|3321|29179|DFW|Destination
2019|7|27097|3552|30649|DFW|Destination
2019|8|27685|3367|31052|DFW|Destination
2019|9|25973|2797|28770|DFW|Destination
2019|10|26263|2852|29115|DFW|Destination
2019|11|25369|2617|27986|DFW|Destination
2019|12|25782|2879|28661|DFW|Destination
2019|TOTAL|302215|34938|337153|DFW|Destination
2020|1|24296|2790|27086|DFW|Destination
2020|2|23274|2536|25810|DFW|Destination
2020|3|21976|2178|24154|DFW|Destination
2020|4|9840|651|10491|DFW|Destination
2020|5|11357|707|12064|DFW|Destination
2020|6|12575|877|13452|DFW|Destination
2020|7|19099|1231|20330|DFW|Destination
2020|8|19654|1208|20862|DFW|Destination
2020|9|17853|1280|19133|DFW|Destination
2020|10|19465|1575|21040|DFW|Destination
2020|11|19138|1777|20915|DFW|Destination
2020|12|19870|2050|21920|DFW|Destination
2020|TOTAL|218397|18860|237257|DFW|Destination
2021|1|19700|2255|21955|DFW|Destination
2021|2|15208|1850|17058|DFW|Destination
2021|3|22595|2413|25008|DFW|Destination
2021|4|21862|2337|24199|DFW|Destination
2021|5|24161|2446|26607|DFW|Destination
2021|6|24994|2804|27798|DFW|Destination
2021|7|26307|2934|29241|DFW|Destination
2021|8|24957|2542|27499|DFW|Destination
2021|9|24049|2246|26295|DFW|Destination
2021|10|24226|2427|26653|DFW|Destination
2021|11|23359|2322|25681|DFW|Destination
2021|12|23582|2711|26293|DFW|Destination
2021|TOTAL|275000|29287|304287|DFW|Destination
2022|1|22323|2691|25014|DFW|Destination
2022|2|17950|2131|20081|DFW|Destination
2022|3|22521|2680|25201|DFW|Destination
2022|4|22695|2712|25407|DFW|Destination
2022|5|23669|2976|26645|DFW|Destination
2022|6|23954|3171|27125|DFW|Destination
2022|7|24524|3320|27844|DFW|Destination
2022|8|24303|3003|27306|DFW|Destination
2022|9|23511|2657|26168|DFW|Destination
2022|10|23819|2772|26591|DFW|Destination
2022|11|21496|2665|24161|DFW|Destination
2022|12|21935|2945|24880|DFW|Destination
2022|TOTAL|272700|33723|306423|DFW|Destination
2023|1|21409|2819|24228|DFW|Destination
2023|2|20698|2468|23166|DFW|Destination
2023|3|23219|2884|26103|DFW|Destination
2023|4|22758|2735|25493|DFW|Destination
2023|5|24141|2910|27051|DFW|Destination
2023|TOTAL|112225|13816|126041|DFW|Destination
2002|10|35632|2995|38627|ORD|Origin
2002|11|32679|2796|35475|ORD|Origin
2002|12|33274|2897|36171|ORD|Origin
2002|TOTAL|364001|34625|398626|ORD|Origin
2003|1|33304|2926|36230|ORD|Origin
2003|2|29502|2640|32142|ORD|Origin
2003|3|33209|2969|36178|ORD|Origin
2003|4|31614|2772|34386|ORD|Origin
2003|5|32880|2921|35801|ORD|Origin
2003|6|33235|3185|36420|ORD|Origin
2003|7|31592|3300|34892|ORD|Origin
2003|8|34078|3374|37452|ORD|Origin
2003|9|33086|3103|36189|ORD|Origin
2003|10|34906|3083|37989|ORD|Origin
2003|11|33890|2880|36770|ORD|Origin
2003|12|36154|3049|39203|ORD|Origin
2003|TOTAL|397450|36202|433652|ORD|Origin
2004|1|34272|3044|37316|ORD|Origin
2004|2|34169|2900|37069|ORD|Origin
2004|3|36326|3148|39474|ORD|Origin
2004|4|35923|3130|39053|ORD|Origin
2004|5|35177|3145|38322|ORD|Origin
2004|6|35842|3321|39163|ORD|Origin
2004|7|36914|3498|40412|ORD|Origin
2004|8|37250|3513|40763|ORD|Origin
2004|9|35227|3280|38507|ORD|Origin
2004|10|36766|3300|40066|ORD|Origin
2004|11|34124|3183|37307|ORD|Origin
2004|12|34912|3314|38226|ORD|Origin
2004|TOTAL|426902|38776|465678|ORD|Origin
2005|1|32757|3334|36091|ORD|Origin
2005|2|31589|3107|34696|ORD|Origin
2005|3|35696|3492|39188|ORD|Origin
2005|4|34848|3492|38340|ORD|Origin
2005|5|35482|3641|39123|ORD|Origin
2005|6|35130|3640|38770|ORD|Origin
2005|7|35568|3804|39372|ORD|Origin
2005|8|36328|3763|40091|ORD|Origin
2005|9|33945|3511|37456|ORD|Origin
2005|10|34904|3487|38391|ORD|Origin
2005|11|33213|3226|36439|ORD|Origin
2005|12|33304|3374|36678|ORD|Origin
2005|TOTAL|412764|41871|454635|ORD|Origin
2006|1|33356|3543|36899|ORD|Origin
2006|2|30866|3209|34075|ORD|Origin
2006|3|34437|3608|38045|ORD|Origin
2006|4|33553|3593|37146|ORD|Origin
2006|5|34679|3732|38411|ORD|Origin
2006|6|34628|3827|38455|ORD|Origin
2006|7|34993|3956|38949|ORD|Origin
2006|8|35691|3956|39647|ORD|Origin
2006|9|33197|3658|36855|ORD|Origin
2006|10|34342|3616|37958|ORD|Origin
2006|11|32794|3570|36364|ORD|Origin
2006|12|32467|3678|36145|ORD|Origin
2006|TOTAL|405003|43946|448949|ORD|Origin
2007|1|33770|3761|37531|ORD|Origin
2007|2|28895|3305|32200|ORD|Origin
2007|3|34067|3803|37870|ORD|Origin
2007|4|32813|3667|36480|ORD|Origin
2007|5|35031|3767|38798|ORD|Origin
2007|6|33182|3757|36939|ORD|Origin
2007|7|34337|3985|38322|ORD|Origin
2007|8|34413|3968|38381|ORD|Origin
2007|9|32786|3709|36495|ORD|Origin
2007|10|34405|3743|38148|ORD|Origin
2007|11|32475|3504|35979|ORD|Origin
2007|12|30039|3639|33678|ORD|Origin
2007|TOTAL|396213|44608|440821|ORD|Origin
2008|1|30675|3812|34487|ORD|Origin
2008|2|27443|3463|30906|ORD|Origin
2008|3|31805|3922|35727|ORD|Origin
2008|4|31905|3807|35712|ORD|Origin
2008|5|33204|3885|37089|ORD|Origin
2008|6|32314|4015|36329|ORD|Origin
2008|7|34221|4139|38360|ORD|Origin
2008|8|33248|4181|37429|ORD|Origin
2008|9|30872|3750|34622|ORD|Origin
2008|10|31939|3876|35815|ORD|Origin
2008|11|28066|3528|31594|ORD|Origin
2008|12|27727|3632|31359|ORD|Origin
2008|TOTAL|373419|46010|419429|ORD|Origin
2009|1|28018|3663|31681|ORD|Origin
