Year|Month|DOMESTIC|INTERNATIONAL|TOTAL|airport|direction
2016|5|20770|4921|25691|LAX|Origin
2016|6|22213|5078|27291|LAX|Origin
2016|7|23119|5523|28642|LAX|Origin
2016|8|22883|5439|28322|LAX|Origin
2016|9|20601|4862|25463|LAX|Origin
2016|10|21320|4975|26295|LAX|Origin
2016|11|20468|4669|25137|LAX|Origin
2016|12|21208|5375|26583|LAX|Origin
2016|TOTAL|250668|58624|309292|LAX|Origin
2017|1|20435|5295|25730|LAX|Origin
2017|2|18410|4586|22996|LAX|Origin
2017|3|21436|5166|26602|LAX|Origin
2017|4|20422|5267|25689|LAX|Origin
2017|5|21358|5445|26803|LAX|Origin
2017|6|21958|5644|27602|LAX|Origin
2017|7|22635|6071|28706|LAX|Origin
2017|8|22530|6087|28617|LAX|Origin
2017|9|20249|5270|25519|LAX|Origin
2017|10|21321|5373|26694|LAX|Origin
2017|11|19971|5091|25062|LAX|Origin
2017|12|20759|5699|26458|LAX|Origin
2017|TOTAL|251484|64994|316478|LAX|Origin
2018|1|20446|5566|26012|LAX|Origin
2018|2|18539|4927|23466|LAX|Origin
2018|3|21152|5488|26640|LAX|Origin
2018|4|20983|5455|26438|LAX|Origin
2018|5|21835|5689|27524|LAX|Origin
2018|6|22089|5831|27920|LAX|Origin
2018|7|22803|6186|28989|LAX|Origin
2018|8|22745|6098|28843|LAX|Origin
2018|9|20656|5458|26114|LAX|Origin
2018|10|21316|5414|26730|LAX|Origin
2018|11|20265|5081|25346|LAX|Origin
2018|12|21132|5312|26444|LAX|Origin
2018|TOTAL|253961|66505|320466|LAX|Origin
2019|1|20395|5201|25596|LAX|Origin
2019|2|18337|4524|22861|LAX|Origin
2019|3|21306|5143|26449|LAX|Origin
2019|4|20274|5389|25663|LAX|Origin
2019|5|20940|5355|26295|LAX|Origin
2019|6|21399|5597|26996|LAX|Origin
2019|7|22498|5761|28259|LAX|Origin
2019|8|22544|5651|28195|LAX|Origin
2019|9|20105|5069|25174|LAX|Origin
2019|10|20815|5029|25844|LAX|Origin
2019|11|19816|4619|24435|LAX|Origin
2019|12|21271|5060|26331|LAX|Origin
2019|TOTAL|249700|62398|312098|LAX|Origin
2020|1|20248|4877|25125|LAX|Origin
2020|2|18932|3994|22926|LAX|Origin
2020|3|17724|3131|20855|LAX|Origin
2020|4|4925|725|5650|LAX|Origin
2020|5|4080|769|4849|LAX|Origin
2020|6|5495|834|6329|LAX|Origin
2020|7|8988|1260|10248|LAX|Origin
2020|8|9777|1343|11120|LAX|Origin
2020|9|8574|1586|10160|LAX|Origin
2020|10|9511|1802|11313|LAX|Origin
2020|11|9924|1968|11892|LAX|Origin
2020|12|10562|2452|13014|LAX|Origin
2020|TOTAL|128740|24741|153481|LAX|Origin
2021|1|10121|2553|12674|LAX|Origin
2021|2|8983|1891|10874|LAX|Origin
2021|3|11725|1942|13667|LAX|Origin
2021|4|12144|2090|14234|LAX|Origin
2021|5|14256|2525|16781|LAX|Origin
2021|6|16502|2861|19363|LAX|Origin
2021|7|17866|3108|20974|LAX|Origin
2021|8|17756|3219|20975|LAX|Origin
2021|9|16536|2927|19463|LAX|Origin
2021|10|16968|3156|20124|LAX|Origin
2021|11|16360|3166|19526|LAX|Origin
2021|12|15959|3643|19602|LAX|Origin
2021|TOTAL|175176|33081|208257|LAX|Origin
2022|1|15337|3402|18739|LAX|Origin
2022|2|14146|2835|16981|LAX|Origin
2022|3|15996|3386|19382|LAX|Origin
2022|4|15756|3580|19336|LAX|Origin
2022|5|16845|3833|20678|LAX|Origin
2022|6|16431|4103|20534|LAX|Origin
2022|7|17133|4499|21632|LAX|Origin
2022|8|16865|4333|21198|LAX|Origin
2022|9|15807|3781|19588|LAX|Origin
2022|10|16023|3780|19803|LAX|Origin
2022|11|15499|3785|19284|LAX|Origin
2022|12|15403|4131|19534|LAX|Origin
2022|TOTAL|191241|45448|236689|LAX|Origin
2023|1|15529|4099|19628|LAX|Origin
2023|2|14036|3597|17633|LAX|Origin
2023|3|16055|4224|20279|LAX|Origin
2023|4|15697|4325|20022|LAX|Origin
2023|5|16959|4658|21617|LAX|Origin
2023|TOTAL|78276|20903|99179|LAX|Origin
2002|10|21037|3566|24603|LAX|Destination
2002|11|19857|3634|23491|LAX|Destination
2002|12|20584|3871|24455|LAX|Destination
2002|TOTAL|208569|42646|251215|LAX|Destination
2003|1|20149|3817|23966|LAX|Destination
2003|2|17959|3315|21274|LAX|Destination
2003|3|19982|3730|23712|LAX|Destination
2003|4|18692|3479|22171|LAX|Destination
2003|5|19055|3353|22408|LAX|Destination
2003|6|19185|3444|22629|LAX|Destination
2003|7|19962|3775|23737|LAX|Destination
2003|8|19970|3614|23584|LAX|Destination
2003|9|18856|3285|22141|LAX|Destination
2003|10|19243|3417|22660|LAX|Destination
2003|11|18760|3491|22251|LAX|Destination
2003|12|20025|3807|23832|LAX|Destination
2003|TOTAL|231838|42527|274365|LAX|Destination
2004|1|19795|3726|23521|LAX|Destination
2004|2|18551|3403|21954|LAX|Destination
2004|3|20203|3675|23878|LAX|Destination
2004|4|20068|3662|23730|LAX|Destination
2004|5|20601|3826|24427|LAX|Destination
2004|6|20582|3980|24562|LAX|Destination
2004|7|21331|4332|25663|LAX|Destination
2004|8|21273|4333|25606|LAX|Destination
2004|9|19540|3960|23500|LAX|Destination
2004|10|20209|4075|24284|LAX|Destination
2004|11|19474|4001|23475|LAX|Destination
2004|12|20265|4331|24596|LAX|Destination
2004|TOTAL|241892|47304|289196|LAX|Destination
2005|1|19591|4275|23866|LAX|Destination
2005|2|17782|3735|21517|LAX|Destination
2005|3|20041|4227|24268|LAX|Destination
2005|4|19193|4198|23391|LAX|Destination
2005|5|20129|4260|24389|LAX|Destination
2005|6|19918|4476|24394|LAX|Destination
2005|7|20557|4876|25433|LAX|Destination
2005|8|20729|4807|25536|LAX|Destination
2005|9|19454|4174|23628|LAX|Destination
2005|10|19814|4081|23895|LAX|Destination
2005|11|19133|3903|23036|LAX|Destination
2005|12|19627|4316|23943|LAX|Destination
2005|TOTAL|235968|51328|287296|LAX|Destination
2006|1|19412|4145|23557|LAX|Destination
2006|2|17624|3571|21195|LAX|Destination
2006|3|19903|4072|23975|LAX|Destination
2006|4|19185|3950|23135|LAX|Destination
2006|5|20083|4026|24109|LAX|Destination
2006|6|20063|4074|24137|LAX|Destination
2006|7|20847|4557|25404|LAX|Destination
2006|8|21114|4493|25607|LAX|Destination
2006|9|19558|4078|23636|LAX|Destination
2006|10|20247|4012|24259|LAX|Destination
2006|11|19379|3823|23202|LAX|Destination
2006|12|20184|4360|24544|LAX|Destination
2006|TOTAL|237599|49161|286760|LAX|Destination
2007|1|20009|4420|24429|LAX|Destination
2007|2|18020|3925|21945|LAX|Destination
2007|3|20482|4370|24852|LAX|Destination
2007|4|19640|4225|23865|LAX|Destination
2007|5|20338|4248|24586|LAX|Destination
2007|6|20227|4514|24741|LAX|Destination
2007|7|21789|4963|26752|LAX|Destination
2007|8|22067|4866|26933|LAX|Destination
2007|9|20616|4299|24915|LAX|Destination
2007|10|21431|4306|25737|LAX|Destination
2007|11|20719|4129|24848|LAX|Destination
2007|12|21236|4642|25878|LAX|Destination
2007|TOTAL|246574|52907|299481|LAX|Destination
2008|1|20006|4439|24445|LAX|Destination
2008|2|18566|4047|22613|LAX|Destination
2008|3|19901|4453|24354|LAX|Destination
2008|4|19378|4226|23604|LAX|Destination
2008|5|20218|4289|24507|LAX|Destination
2008|6|20555|4376|24931|LAX|Destination
2008|7|21285|4445|25730|LAX|Destination
2008|8|20751|4369|25120|LAX|Destination
2008|9|17231|3801|21032|LAX|Destination
2008|10|17889|3766|21655|LAX|Destination
2008|11|16300|3489|19789|LAX|Destination
2008|12|17024|3822|20846|LAX|Destination
2008|TOTAL|229104|49522|278626|LAX|Destination
2009|1|16690|3708|20398|LAX|Destination
2009|2|15294|3216|18510|LAX|Destination
2009|3|17395|3682|21077|LAX|Destination
2009|4|16772|3612|20384|LAX|Destination
2009|5|17379|3509|20888|LAX|Destination
2009|6|17753|3528|21281|LAX|Destination
2009|7|18742|3999|22741|LAX|Destination
2009|8|18602|3949|22551|LAX|Destination
2009|9|16836|3493|20329|LAX|Destination
2009|10|17502|3606|21108|LAX|Destination
2009|11|16626|3468|20094|LAX|Destination
2009|12|17343|3950|21293|LAX|Destination
2009|TOTAL|206934|43720|250654|LAX|Destination
2010|1|17057|3880|20937|LAX|Destination
2010|2|15581|3373|18954|LAX|Destination
2010|3|18020|3737|21757|LAX|Destination
2010|4|17501|3685|21186|LAX|Destination
2010|5|18142|3757|21899|LAX|Destination
2010|6|18474|3778|22252|LAX|Destination
2010|7|19241|4194|23435|LAX|Destination
2010|8|19150|3927|23077|LAX|Destination
2010|9|17525|3332|20857|LAX|Destination
2010|10|18123|3465|21588|LAX|Destination
2010|11|17201|3395|20596|LAX|Destination
2010|12|17876|3709|21585|LAX|Destination
2010|TOTAL|213891|44232|258123|LAX|Destination
2011|1|17572|3755|21327|LAX|Destination
2011|2|15949|3380|19329|LAX|Destination
2011|3|18599|3841|22440|LAX|Destination
2011|4|18670|3738|22408|LAX|Destination
2011|5|19579|3845|23424|LAX|Destination
2011|6|20189|3903|24092|LAX|Destination
2011|7|21091|4214|25305|LAX|Destination
2011|8|20838|4130|24968|LAX|Destination
2011|9|18743|3825|22568|LAX|Destination
2011|10|19194|3859|23053|LAX|Destination
2011|11|18249|3556|21805|LAX|Destination
2011|12|19130|3825|22955|LAX|Destination
2011|TOTAL|227803|45871|273674|LAX|Destination
2012|1|18449|3785|22234|LAX|Destination
2012|2|17498|3439|20937|LAX|Destination
2012|3|19577|3809|23386|LAX|Destination
2012|4|18817|3706|22523|LAX|Destination
2012|5|19398|3744|23142|LAX|Destination
2012|6|19965|3790|23755|LAX|Destination
2012|7|21068|4136|25204|LAX|Destination
2012|8|20788|4066|24854|LAX|Destination
2012|9|18552|3618|22170|LAX|Destination
2012|10|18791|3609|22400|LAX|Destination
2012|11|17966|3343|21309|LAX|Destination
2012|12|18595|3732|22327|LAX|Destination
2012|TOTAL|229464|44777|274241|LAX|Destination
2013|1|18040|3651|21691|LAX|Destination
2013|2|16432|3245|19677|LAX|Destination
2013|3|19017|3729|22746|LAX|Destination
2013|4|18647|3676|22323|LAX|Destination
2013|5|19701|3793|23494|LAX|Destination
2013|6|20430|3944|24374|LAX|Destination
2013|7|21431|4382|25813|LAX|Destination
2013|8|21054|4315|25369|LAX|Destination
2013|9|19427|3813|23240|LAX|Destination
2013|10|20070|4060|24130|LAX|Destination
2013|11|18812|3568|22380|LAX|Destination
2013|12|20072|3865|23937|LAX|Destination
2013|TOTAL|233133|46041|279174|LAX|Destination
2014|1|19263|3911|23174|LAX|Destination
2014|2|17311|3214|20525|LAX|Destination
2014|3|20131|3990|24121|LAX|Destination
2014|4|19532|3902|23434|LAX|Destination
2014|5|20438|4119|24557|LAX|Destination
2014|6|20903|4291|25194|LAX|Destination
2014|7|22070|4670|26740|LAX|Destination
2014|8|21429|4570|25999|LAX|Destination
2014|9|19669|3945|23614|LAX|Destination
2014|10|20415|4187|24602|LAX|Destination
2014|11|19895|3692|23587|LAX|Destination
2014|12|20118|4189|24307|LAX|Destination
2014|TOTAL|241174|48680|289854|LAX|Destination
2015|1|19425|4165|23590|LAX|Destination
2015|2|17495|3606|21101|LAX|Destination
2015|3|20292|4173|24465|LAX|Destination
2015|4|19608|4174|23782|LAX|Destination
2015|5|20296|4460|24756|LAX|Destination
2015|6|20670|4637|25307|LAX|Destination
2015|7|21556|5090|26646|LAX|Destination
2015|8|21299|5042|26341|LAX|Destination
2015|9|19456|4484|23940|LAX|Destination
2015|10|20242|4531|24773|LAX|Destination
2015|11|19218|4164|23382|LAX|Destination
2015|12|20057|4547|24604|LAX|Destination
2015|TOTAL|239614|53073|292687|LAX|Destination
2016|1|19404|4549|23953|LAX|Destination
2016|2|18344|4132|22476|LAX|Destination
2016|3|20438|4587|25025|LAX|Destination
2016|4|19840|4572|24412|LAX|Destination
2016|5|20766|4928|25694|LAX|Destination
2016|6|22216|5078|27294|LAX|Destination
2016|7|23120|5541|28661|LAX|Destination
2016|8|22888|5440|28328|LAX|Destination
2016|9|20591|4872|25463|LAX|Destination
2016|10|21314|4981|26295|LAX|Destination
2016|11|20469|4659|25128|LAX|Destination
2016|12|21217|5374|26591|LAX|Destination
2016|TOTAL|250607|58713|309320|LAX|Destination
2017|1|20424|5306|25730|LAX|Destination
2017|2|18410|4600|23010|LAX|Destination
2017|3|21423|5181|26604|LAX|Destination
2017|4|20421|5271|25692|LAX|Destination
2017|5|21347|5458|26805|LAX|Destination
2017|6|21938|5649|27587|LAX|Destination
2017|7|22627|6088|28715|LAX|Destination
2017|8|22518|6111|28629|LAX|Destination
2017|9|20274|5274|25548|LAX|Destination
2017|10|21325|5360|26685|LAX|Destination
2017|11|19973|5088|25061|LAX|Destination
2017|12|20776|5684|26460|LAX|Destination
2017|TOTAL|251456|65070|316526|LAX|Destination
2018|1|20467|5563|26030|LAX|Destination
2018|2|18533|4924|23457|LAX|Destination
2018|3|21155|5506|26661|LAX|Destination
2018|4|20983|5447|26430|LAX|Destination
2018|5|21842|5693|27535|LAX|Destination
2018|6|22099|5821|27920|LAX|Destination
2018|7|22789|6194|28983|LAX|Destination
2018|8|22758|6093|28851|LAX|Destination
2018|9|20650|5468|26118|LAX|Destination
2018|10|21327|5358|26685|LAX|Destination
2018|11|20255|5080|25335|LAX|Destination
2018|12|21156|5319|26475|LAX|Destination
2018|TOTAL|254014|66466|320480|LAX|Destination
2019|1|20379|5203|25582|LAX|Destination
2019|2|18347|4528|22875|LAX|Destination
2019|3|21300|5179|26479|LAX|Destination
2019|4|20268|5452|25720|LAX|Destination
2019|5|20946|5355|26301|LAX|Destination
2019|6|21399|5574|26973|LAX|Destination
2019|7|22514|5733|28247|LAX|Destination
2019|8|22556|5655|28211|LAX|Destination
2019|9|20097|5072|25169|LAX|Destination
2019|10|20818|5032|25850|LAX|Destination
2019|11|19819|4634|24453|LAX|Destination
2019|12|21296|5071|26367|LAX|Destination
2019|TOTAL|249739|62488|312227|LAX|Destination
2020|1|20229|4899|25128|LAX|Destination
2020|2|18932|4022|22954|LAX|Destination
2020|3|17750|3176|20926|LAX|Destination
2020|4|4922|731|5653|LAX|Destination
2020|5|4080|710|4790|LAX|Destination
2020|6|5491|821|6312|LAX|Destination
2020|7|9000|1283|10283|LAX|Destination
2020|8|9763|1373|11136|LAX|Destination
2020|9|8559|1614|10173|LAX|Destination
2020|10|9506|1820|11326|LAX|Destination
2020|11|9924|2057|11981|LAX|Destination
2020|12|10547|2448|12995|LAX|Destination
2020|TOTAL|128703|24954|153657|LAX|Destination
2021|1|10116|2551|12667|LAX|Destination
2021|2|8964|1893|10857|LAX|Destination
2021|3|11717|1959|13676|LAX|Destination
2021|4|12122|2086|14208|LAX|Destination
2021|5|14243|2532|16775|LAX|Destination
2021|6|16499|2883|19382|LAX|Destination
2021|7|17877|3104|20981|LAX|Destination
2021|8|17757|3217|20974|LAX|Destination
2021|9|16542|2937|19479|LAX|Destination
2021|10|16958|3158|20116|LAX|Destination
2021|11|16365|3157|19522|LAX|Destination
2021|12|15989|3646|19635|LAX|Destination
2021|TOTAL|175149|33123|208272|LAX|Destination
2022|1|15335|3391|18726|LAX|Destination
2022|2|14134|2812|16946|LAX|Destination
2022|3|16015|3497|19512|LAX|Destination
2022|4|15761|3588|19349|LAX|Destination
2022|5|16867|3838|20705|LAX|Destination
2022|6|16407|4153|20560|LAX|Destination
2022|7|17144|4512|21656|LAX|Destination
2022|8|16861|4381|21242|LAX|Destination
2022|9|15805|3839|19644|LAX|Destination
2022|10|16022|3781|19803|LAX|Destination
2022|11|15498|3785|19283|LAX|Destination
2022|12|15387|4123|19510|LAX|Destination
2022|TOTAL|191236|45700|236936|LAX|Destination
2023|1|15540|4080|19620|LAX|Destination
2023|2|14027|3577|17604|LAX|Destination
2023|3|16047|4236|20283|LAX|Destination
2023|4|15712|4338|20050|LAX|Destination
2023|5|16957|4668|21625|LAX|Destination
2023|TOTAL|78283|20899|99182|LAX|Destination
2002|10|7313|100.0|7413|TPA|Origin
2002|11|6920|113.0|7033|TPA|Origin
2002|12|7277|122.0|7399|TPA|Origin
2002|TOTAL|75898|1352.0|77250|TPA|Origin
2003|1|7280|139.0|7419|TPA|Origin
2003|2|6742|128.0|6870|TPA|Origin
2003|3|7829|140.0|7969|TPA|Origin
2003|4|7408|136.0|7544|TPA|Origin
2003|5|7266|104.0|7370|TPA|Origin
2003|6|7045|113.0|7158|TPA|Origin
2003|7|7528|111.0|7639|TPA|Origin
2003|8|7343|115.0|7458|TPA|Origin
2003|9|7028|100.0|7128|TPA|Origin
2003|10|7423|113.0|7536|TPA|Origin
2003|11|7222|138.0|7360|TPA|Origin
2003|12|7705|138.0|7843|TPA|Origin
2003|TOTAL|87819|1475.0|89294|TPA|Origin
2004|1|7727|145.0|7872|TPA|Origin
2004|2|7513|140.0|7653|TPA|Origin
2004|3|8242|141.0|8383|TPA|Origin
2004|4|7702|130.0|7832|TPA|Origin
2004|5|7634|106.0|7740|TPA|Origin
2004|6|7353|102.0|7455|TPA|Origin
2004|7|7421|109.0|7530|TPA|Origin
2004|8|7134|103.0|7237|TPA|Origin
2004|9|6128|77.0|6205|TPA|Origin
2004|10|7653|94.0|7747|TPA|Origin
2004|11|8495|126.0|8621|TPA|Origin
2004|12|9010|142.0|9152|TPA|Origin
2004|TOTAL|92012|1415.0|93427|TPA|Origin
2005|1|8995|146.0|9141|TPA|Origin
2005|2|8346|139.0|8485|TPA|Origin
2005|3|9549|165.0|9714|TPA|Origin
2005|4|8984|146.0|9130|TPA|Origin
2005|5|8539|125.0|8664|TPA|Origin
2005|6|8191|133.0|8324|TPA|Origin
2005|7|8428|182.0|8610|TPA|Origin
2005|8|8415|180.0|8595|TPA|Origin
2005|9|7678|177.0|7855|TPA|Origin
2005|10|7926|195.0|8121|TPA|Origin
2005|11|8347|195.0|8542|TPA|Origin
2005|12|8558|185.0|8743|TPA|Origin
2005|TOTAL|101956|1968.0|103924|TPA|Origin
2006|1|8391|171.0|8562|TPA|Origin
2006|2|7687|157.0|7844|TPA|Origin
2006|3|8907|178.0|9085|TPA|Origin
2006|4|8480|166.0|8646|TPA|Origin
2006|5|8002|112.0|8114|TPA|Origin
2006|6|7489|156.0|7645|TPA|Origin
2006|7|7667|118.0|7785|TPA|Origin
2006|8|7773|111.0|7884|TPA|Origin
2006|9|7317|106.0|7423|TPA|Origin
2006|10|7787|83.0|7870|TPA|Origin
2006|11|7980|131.0|8111|TPA|Origin
2006|12|8716|156.0|8872|TPA|Origin
2006|TOTAL|96196|1645.0|97841|TPA|Origin
2007|1|8550|178.0|8728|TPA|Origin
2007|2|7785|171.0|7956|TPA|Origin
2007|3|9130|196.0|9326|TPA|Origin
2007|4|8654|185.0|8839|TPA|Origin
2007|5|8216|118.0|8334|TPA|Origin
2007|6|7808|88.0|7896|TPA|Origin
2007|7|8040|93.0|8133|TPA|Origin
2007|8|7977|92.0|8069|TPA|Origin
2007|9|7281|82.0|7363|TPA|Origin
2007|10|7726|83.0|7809|TPA|Origin
2007|11|7938|145.0|8083|TPA|Origin
2007|12|8291|166.0|8457|TPA|Origin
2007|TOTAL|97396|1597.0|98993|TPA|Origin
2008|1|8236|165.0|8401|TPA|Origin
2008|2|8086|170.0|8256|TPA|Origin
2008|3|9331|200.0|9531|TPA|Origin
2008|4|8700|177.0|8877|TPA|Origin
2008|5|8361|99.0|8460|TPA|Origin
2008|6|7744|81.0|7825|TPA|Origin
2008|7|7731|76.0|7807|TPA|Origin
2008|8|7182|82.0|7264|TPA|Origin
2008|9|6199|76.0|6275|TPA|Origin
2008|10|6695|76.0|6771|TPA|Origin
2008|11|6684|122.0|6806|TPA|Origin
2008|12|6999|151.0|7150|TPA|Origin
2008|TOTAL|91948|1475.0|93423|TPA|Origin
2009|1|6644|178.0|6822|TPA|Origin
2009|2|6293|162.0|6455|TPA|Origin
2009|3|7436|181.0|7617|TPA|Origin
2009|4|6931|177.0|7108|TPA|Origin
2009|5|6649|113.0|6762|TPA|Origin
2009|6|6330|112.0|6442|TPA|Origin
2009|7|6513|120.0|6633|TPA|Origin
2009|8|6284|121.0|6405|TPA|Origin
2009|9|5544|90.0|5634|TPA|Origin
2009|10|5946|89.0|6035|TPA|Origin
2009|11|6061|127.0|6188|TPA|Origin
2009|12|6482|136.0|6618|TPA|Origin
2009|TOTAL|77113|1606.0|78719|TPA|Origin
2010|1|6327|154.0|6481|TPA|Origin
2010|2|5791|149.0|5940|TPA|Origin
2010|3|7118|186.0|7304|TPA|Origin
2010|4|6811|173.0|6984|TPA|Origin
2010|5|6529|105.0|6634|TPA|Origin
2010|6|6205|89.0|6294|TPA|Origin
2010|7|6364|99.0|6463|TPA|Origin
2010|8|6155|93.0|6248|TPA|Origin
2010|9|5558|82.0|5640|TPA|Origin
2010|10|5942|88.0|6030|TPA|Origin
2010|11|6210|97.0|6307|TPA|Origin
2010|12|6571|139.0|6710|TPA|Origin
2010|TOTAL|75581|1454.0|77035|TPA|Origin
2011|1|6232|154.0|6386|TPA|Origin
2011|2|5791|166.0|5957|TPA|Origin
2011|3|7091|172.0|7263|TPA|Origin
2011|4|6865|174.0|7039|TPA|Origin
2011|5|6369|110.0|6479|TPA|Origin
2011|6|6351|99.0|6450|TPA|Origin
2011|7|6487|136.0|6623|TPA|Origin
2011|8|6069|103.0|6172|TPA|Origin
2011|9|5480|93.0|5573|TPA|Origin
2011|10|5878|96.0|5974|TPA|Origin
2011|11|5980|129.0|6109|TPA|Origin
2011|12|6433|148.0|6581|TPA|Origin
2011|TOTAL|75026|1580.0|76606|TPA|Origin
2012|1|6057|152.0|6209|TPA|Origin
2012|2|5960|157.0|6117|TPA|Origin
2012|3|6954|186.0|7140|TPA|Origin
2012|4|6478|163.0|6641|TPA|Origin
2012|5|6273|116.0|6389|TPA|Origin
2012|6|6218|101.0|6319|TPA|Origin
2012|7|6401|104.0|6505|TPA|Origin
2012|8|6087|111.0|6198|TPA|Origin
2012|9|5458|96.0|5554|TPA|Origin
2012|10|5685|105.0|5790|TPA|Origin
2012|11|6038|130.0|6168|TPA|Origin
2012|12|6380|147.0|6527|TPA|Origin
2012|TOTAL|73989|1568.0|75557|TPA|Origin
2013|1|6101|179.0|6280|TPA|Origin
2013|2|5784|166.0|5950|TPA|Origin
2013|3|7285|210.0|7495|TPA|Origin
2013|4|6759|202.0|6961|TPA|Origin
2013|5|6376|195.0|6571|TPA|Origin
2013|6|6153|102.0|6255|TPA|Origin
2013|7|6291|110.0|6401|TPA|Origin
2013|8|5930|109.0|6039|TPA|Origin
2013|9|5222|96.0|5318|TPA|Origin
2013|10|5782|103.0|5885|TPA|Origin
2013|11|5991|130.0|6121|TPA|Origin
2013|12|6376|182.0|6558|TPA|Origin
2013|TOTAL|74050|1784.0|75834|TPA|Origin
2014|1|5952|205.0|6157|TPA|Origin
2014|2|5596|201.0|5797|TPA|Origin
2014|3|7185|251.0|7436|TPA|Origin
2014|4|6620|205.0|6825|TPA|Origin
2014|5|6248|142.0|6390|TPA|Origin
2014|6|5863|133.0|5996|TPA|Origin
2014|7|6028|150.0|6178|TPA|Origin
2014|8|5687|145.0|5832|TPA|Origin
2014|9|5231|115.0|5346|TPA|Origin
2014|10|5680|174.0|5854|TPA|Origin
2014|11|6084|179.0|6263|TPA|Origin
2014|12|6526|213.0|6739|TPA|Origin
2014|TOTAL|72700|2113.0|74813|TPA|Origin
2015|1|6475|228.0|6703|TPA|Origin
2015|2|5833|231.0|6064|TPA|Origin
2015|3|7400|295.0|7695|TPA|Origin
2015|4|6770|254.0|7024|TPA|Origin
2015|5|6480|178.0|6658|TPA|Origin
2015|6|6285|163.0|6448|TPA|Origin
2015|7|6419|175.0|6594|TPA|Origin
2015|8|5961|179.0|6140|TPA|Origin
2015|9|5316|138.0|5454|TPA|Origin
2015|10|5650|164.0|5814|TPA|Origin
2015|11|6098|179.0|6277|TPA|Origin
2015|12|6515|216.0|6731|TPA|Origin
2015|TOTAL|75202|2400.0|77602|TPA|Origin
2016|1|6388|235.0|6623|TPA|Origin
2016|2|6116|228.0|6344|TPA|Origin
2016|3|7370|268.0|7638|TPA|Origin
2016|4|6551|247.0|6798|TPA|Origin
2016|5|6207|195.0|6402|TPA|Origin
2016|6|6019|200.0|6219|TPA|Origin
2016|7|6067|284.0|6351|TPA|Origin
2016|8|5710|233.0|5943|TPA|Origin
2016|9|5124|172.0|5296|TPA|Origin
2016|10|5475|186.0|5661|TPA|Origin
2016|11|5957|199.0|6156|TPA|Origin
2016|12|6416|240.0|6656|TPA|Origin
2016|TOTAL|73400|2687.0|76087|TPA|Origin
2017|1|6345|286.0|6631|TPA|Origin
2017|2|5854|268.0|6122|TPA|Origin
2017|3|7193|314.0|7507|TPA|Origin
2017|4|6854|315.0|7169|TPA|Origin
2017|5|6361|270.0|6631|TPA|Origin
2017|6|6292|225.0|6517|TPA|Origin
2017|7|6396|261.0|6657|TPA|Origin
2017|8|6006|259.0|6265|TPA|Origin
2017|9|4567|193.0|4760|TPA|Origin
2017|10|5793|215.0|6008|TPA|Origin
2017|11|6260|241.0|6501|TPA|Origin
2017|12|6885|286.0|7171|TPA|Origin
2017|TOTAL|74806|3133.0|77939|TPA|Origin
2018|1|6909|292.0|7201|TPA|Origin
2018|2|6425|283.0|6708|TPA|Origin
2018|3|7654|337.0|7991|TPA|Origin
2018|4|6868|325.0|7193|TPA|Origin
2018|5|6680|263.0|6943|TPA|Origin
2018|6|6409|225.0|6634|TPA|Origin
2018|7|6543|267.0|6810|TPA|Origin
2018|8|6072|258.0|6330|TPA|Origin
2018|9|5513|216.0|5729|TPA|Origin
2018|10|6110|241.0|6351|TPA|Origin
2018|11|6486|268.0|6754|TPA|Origin
2018|12|7113|308.0|7421|TPA|Origin
2018|TOTAL|78782|3283.0|82065|TPA|Origin
2019|1|6960|298.0|7258|TPA|Origin
2019|2|6383|303.0|6686|TPA|Origin
2019|3|7974|391.0|8365|TPA|Origin
2019|4|7238|438.0|7676|TPA|Origin
2019|5|6704|298.0|7002|TPA|Origin
2019|6|6428|281.0|6709|TPA|Origin
2019|7|6624|312.0|6936|TPA|Origin
2019|8|6192|292.0|6484|TPA|Origin
2019|9|5489|225.0|5714|TPA|Origin
2019|10|6265|238.0|6503|TPA|Origin
2019|11|6831|260.0|7091|TPA|Origin
2019|12|7606|312.0|7918|TPA|Origin
2019|TOTAL|80694|3648.0|84342|TPA|Origin
2020|1|7109|325.0|7434|TPA|Origin
2020|2|6872|323.0|7195|TPA|Origin
2020|3|6977|277.0|7254|TPA|Origin
2020|4|2157|0.0|2157|TPA|Origin
2020|5|1685||1685|TPA|Origin
2020|6|2591||2591|TPA|Origin
2020|7|4109|5.0|4114|TPA|Origin
2020|8|3757||3757|TPA|Origin
2020|9|2855|3.0|2858|TPA|Origin
2020|10|3525|7.0|3532|TPA|Origin
2020|11|4516|21.0|4537|TPA|Origin
2020|12|4910|73.0|4983|TPA|Origin
2020|TOTAL|51063|1034.0|52097|TPA|Origin
2021|1|4496|46.0|4542|TPA|Origin
2021|2|4290|29.0|4319|TPA|Origin
2021|3|6235|42.0|6277|TPA|Origin
2021|4|6102|30.0|6132|TPA|Origin
2021|5|6224|34.0|6258|TPA|Origin
2021|6|5940|46.0|5986|TPA|Origin
2021|7|6142|71.0|6213|TPA|Origin
2021|8|5965|81.0|6046|TPA|Origin
2021|9|5379|70.0|5449|TPA|Origin
2021|10|5839|77.0|5916|TPA|Origin
2021|11|6683|135.0|6818|TPA|Origin
2021|12|7091|211.0|7302|TPA|Origin
2021|TOTAL|70386|872.0|71258|TPA|Origin
